"Overall mean GDij|k","Standard deviation GDij|k","Overall mean usable loci","Standard deviation usable loci"
0.14680628667685,0.042671490665002,359.74950806769,68.4243392621223
" "," "," "," "," "," "
" "," "," "," "," "," "
"Genotype","Mean GDij|k","Min GDij|k","Max GDij|k","Mean usable loci","Low outlier"
"Chang.Bai.Mountain.4",0.149531875134329,0,0.288095238095238,357.730158730159," "
"Chang.Bai.Mountain.5",0.145674061541946,0.00153374233128834,0.266843971631206,369.572446555819," "
"Tatyana",0.146782842001223,0.00141643059490085,0.271689497716895,378.600997506234," "
"Dumbarton.Oaks.BG",0.148838399612237,0.058252427184466,0.265151515151515,349.57217847769," "
"X74.32",0.14780655177561,0.0340050377833753,0.258064516129032,376.941828254848," "
"DACT.218",0.156852819325058,0.0407523510971787,0.275862068965517,325.33431085044," "
"Offspring.01",0.139832188695976,0.0521978021978022,0.21319018404908,338.669781931464," "
"Offspring.02",0.136470558791032,0.0513888888888889,0.21523178807947,320.46511627907," "
"Offspring.03",0.134759369255082,0.0388513513513514,0.211148648648649,317.039145907473," "
"Offspring.04",0.142729597775022,0.0405405405405405,0.232857142857143,369.865900383142," "
"Offspring.05",0.141448402426163,0.0432098765432099,0.226123595505618,364.96265560166," "
"Offspring.06",0.139764864726892,0.0516759776536313,0.218487394957983,364.710407239819," "
"Offspring.07",0.142369420138758,0.0564263322884013,0.207006369426752,354.014925373134," "
"Offspring.08",0.146916836575431,0.0476973684210526,0.21,351.082872928177," "
"Offspring.09",0.146614947445698,0.0589080459770115,0.222044728434505,350.428571428571," "
"Offspring.10",0.150849073290051,0.0467532467532468,0.226495726495726,386.581560283688," "
"Offspring.11",0.146374847421431,0.0358056265984655,0.239705882352941,374.264462809917," "
"Offspring.12",0.145603982494846,0.0482456140350877,0.233137829912023,360.683168316832," "
"CACT.105.107",0.175762492644491,0.0906040268456376,0.267379679144385,422.222222222222," "
"Ogden.Point",0.178200835810025,0.0848806366047745,0.263313609467456,422.803278688525," "
"Meader",0.208405339807802,0.151187904967603,0.259414225941423,590.024390243902," "
"Langer",0.198680457358986,0.132867132867133,0.235652173913043,571.285714285714," "
